marketplace_listing_title,vehicle_exterior_color,vehicle_fuel_type,vehicle_make_display_name,vehicle_model_display_name,vehicle_transmission_type,kms,price,state,year
2020 Isuzu dmax,white,DIESEL,ISUZU,DMAX,MANUAL,49000,58000,NSW,2020
2016 Mitsubishi Lancer,white,PETROL,MITSUBISHI,LANCER,AUTOMATIC,321449,6450,NSW,2016
2010 Ford Ranger,black,PETROL,FORD,RANGER,MANUAL,230000,10000,NSW,2010
2015 BMW Series 1,grey,OTHER,BMW,SERIES 1,AUTOMATIC,60000,16499,NSW,2015
2017 Mercedes-Benz GLE 63S,white,PETROL,MERCEDES-BENZ,GLE,AUTOMATIC,103000,74999,NSW,2017
2024 Ford Ranger,black,DIESEL,FORD,RANGER,AUTOMATIC,33000,47000,NSW,2024
1982 Holden Holden Gemini,green,PETROL,HOLDEN,GEMINI,MANUAL,100000,30000,NSW,1982
2017 Hyundai Tucson,silver,PETROL,HYUNDAI,TUCSON,AUTOMATIC,107000,16500,NSW,2017
2020 Porsche Macan,grey,OTHER,PORSCHE,MACAN,AUTOMATIC,70000,68000,NSW,2020
2014 Ford Kuga,blue,DIESEL,FORD,KUGA,AUTOMATIC,223000,7500,VIC,2014
2005 Ford Falcon,green,PETROL,FORD,FALCON,AUTOMATIC,200000,5000,VIC,2005
2021 Great Wall cannon,silver,DIESEL,GWM,CANNON,AUTOMATIC,56000,28000,VIC,2021
2010 Volkswagen Golf,white,PETROL,VOLKSWAGEN,GOLF,AUTOMATIC,15300,10500,VIC,2010
2011 Holden Cruise,grey,PETROL,HOLDEN,CRUISE,AUTOMATIC,141000,3000,VIC,2011
2013 Hyundai i30,silver,PETROL,HYUNDAI,I30,AUTOMATIC,150000,12500,VIC,2013
2016 Mitsubishi ASX,red,PETROL,MITSUBISHI,ASX,AUTOMATIC,262000,11000,VIC,2016
2017 Volkswagen Golf,white,PETROL,VOLKSWAGEN,GOLF,AUTOMATIC,125000,15000,VIC,2017
2013 Toyota Landcruiser 200,blue,DIESEL,TOYOTA,LANDCRUISER,AUTOMATIC,340000,45000,VIC,2013
2022 Jeep gladiator,black,PETROL,JEEP,GLADIATOR,AUTOMATIC,90000,55999,VIC,2022
2010 BMW X5M,white,PETROL,BMW,X5,AUTOMATIC,201000,10000,VIC,2010
2007 Mazda RX-8,red,PETROL,MAZDA,RX-8,AUTOMATIC,180000,10000,VIC,2007
2006 Mazda MX-5,charcoal,PETROL,MAZDA,MX-5,AUTOMATIC,298000,11500,VIC,2006
2006 Holden Commodore,black,PETROL,HOLDEN,COMMODORE,AUTOMATIC,206500,6500,VIC,2006
2011 MINI Cooper D,red,DIESEL,MINI,COOPER,AUTOMATIC,195000,8999,VIC,2011
2008 Toyota Camry,silver,PETROL,TOYOTA,CAMRY,AUTOMATIC,152000,6750,VIC,2008
2016 Subaru Forester,grey,PETROL,SUBARU,FORESTER,AUTOMATIC,200800,15500,WA,2016
2015 Ford Mondeo,white,DIESEL,FORD,MONDEO,AUTOMATIC,222345,10000,WA,2015
2016 Holden malibu,white,OTHER,HOLDEN,MALIBU,AUTOMATIC,153000,7000,WA,2016
2020 Lexus RX450 Hybrid ,gold,OTHER,LEXUS,RX,AUTOMATIC,64238,54990,VIC,2020
2003 Holden Commodore,red,PETROL,HOLDEN,COMMODORE,MANUAL,273000,3000,VIC,2003
2019 Ford Ranger,black,DIESEL,FORD,RANGER,AUTOMATIC,106818,38990,WA,2019
2007 Honda CR-V,black,PETROL,HONDA,CR-V,AUTOMATIC,160000,8500,NSW,2007
2005 Holden Commodore,silver,PETROL,HOLDEN,COMMODORE,AUTOMATIC,228000,4000,WA,2005
2018 Mazda BT-50,grey,DIESEL,MAZDA,BT-50,MANUAL,151000,14000,NSW,2018
2006 Toyota Rav4 Cruiser L SN2382K,white,PETROL,TOYOTA,RAV4,AUTOMATIC,184488,8995,NSW,2006
2018 Hyundai Accent,black,PETROL,HYUNDAI,ACCENT,AUTOMATIC,192290,10500,QLD,2018
2020 Toyota Hiace,white,DIESEL,TOYOTA,HIACE,AUTOMATIC,80000,45000,NSW,2020
2003 Honda accord euro cl9,white,OTHER,HONDA,ACCORD,MANUAL,250000,7300,QLD,2003
2021 Land Rover Discovery Sport,grey,DIESEL,LAND-ROVER,DISCOVERY SPORT,AUTOMATIC,54000,45000,SA,2021
2010 Honda Accord,grey,PETROL,HONDA,ACCORD,AUTOMATIC,238000,6500,QLD,2010
2019 Mitsubishi Eclipse Cross,black,PETROL,MITSUBISHI,ECLIPSE CROSS,AUTOMATIC,114000,20000,QLD,2019
2007 Toyota Hilux,white,DIESEL,TOYOTA,HILUX,MANUAL,304000,19500,QLD,2007
2023 Hyundai Tucson,grey,PETROL,HYUNDAI,TUCSON,AUTOMATIC,34000,37999,QLD,2023
2016 Mercedes-Benz GLA180,silver,PETROL,MERCEDES-BENZ,A-CLASS,AUTOMATIC,131000,19990,QLD,2016
2015 Nissan [hidden information]05157,grey,PETROL,NISSAN,JUKE,AUTOMATIC,157180,9999,QLD,2015
2019 Nissan X-Trail,red,PETROL,NISSAN,X-TRAIL,AUTOMATIC,58500,19990,QLD,2019
2021 Volkswagen Amarok,white,DIESEL,VOLKSWAGEN,AMAROK,AUTOMATIC,100000,40000,QLD,2021
2017 Alfa Romeo Giulia,white,DIESEL,ALFA-ROMEO,GIULIA,AUTOMATIC,117000,24000,QLD,2017
2017 Holden Commodore,white,PETROL,HOLDEN,COMMODORE,AUTOMATIC,58460,27900,QLD,2017
2018 Toyota Landcruiser,white,DIESEL,TOYOTA,LANDCRUISER,MANUAL,96500,85000,QLD,2018
2011 Nissan Micra,red,PETROL,NISSAN,MICRA,AUTOMATIC,197200,3500,NSW,2011
1986 Holden Commodore,white,OTHER,HOLDEN,COMMODORE,MANUAL,83000,4000,QLD,1986
1998 Toyota Starlet,red,PETROL,TOYOTA,STARLET,MANUAL,21000,12345,NSW,1998
2019 Kia Cerato,grey,OTHER,KIA,CERATO,AUTOMATIC,80000,18750,NSW,2019
2008 Honda Jazz,white,PETROL,HONDA,JAZZ,AUTOMATIC,194250,6400,QLD,2008
2016 Volkswagen Jetta,white,PETROL,VOLKSWAGEN,JETTA,AUTOMATIC,209798,8000,NSW,2016
2018 Toyota RAV4,white,PETROL,TOYOTA,RAV4,AUTOMATIC,151344,23000,NSW,2018
2011 Hyundai Ix35,black,DIESEL,HYUNDAI,IX35,AUTOMATIC,255000,8500,NSW,2011
2013 Jeep Wrangler,silver,PETROL,JEEP,WRANGLER,MANUAL,120000,17000,NSW,2013
2023 Suzuki Ignis,green,PETROL,SUZUKI,IGNIS,AUTOMATIC,9645,20000,NSW,2023
2022 Audi RS Q3 ,black,PETROL,AUDI,Q3,AUTOMATIC,57000,88000,NSW,2022
2016 Honda HR-V,blue,PETROL,HONDA,HR-V,AUTOMATIC,80052,3000,NSW,2016
2021 Porsche Macan,grey,PETROL,PORSCHE,MACAN,AUTOMATIC,61000,67000,NSW,2021
2012 Toyota Yaris,blue,PETROL,TOYOTA,YARIS,AUTOMATIC,154000,9500,NSW,2012
2011 Holden Ute,white,PETROL,HOLDEN,UTE,MANUAL,146000,17000,NSW,2011
2014 Ford Focus,white,PETROL,FORD,FOCUS,AUTOMATIC,107000,8500,NSW,2014
2004 Renault Trafic,green,DIESEL,RENAULT,TRAFIC,MANUAL,220000,18000,SA,2004
2017 BMW X3,blue,DIESEL,BMW,X3,AUTOMATIC,101000,24500,SA,2017
2013 Volkswagen Golf,white,PETROL,VOLKSWAGEN,GOLF,MANUAL,194000,6900,SA,2013
2014 Jeep Grand Cherokee Summit ,white,DIESEL,JEEP,GRAND CHEROKEE,AUTOMATIC,142000,19500,SA,2014
2016 Nissan Navara,silver,PETROL,NISSAN,NAVARA,MANUAL,153756,8000,SA,2016
2000 Holden Commodore,black,PETROL,HOLDEN,COMMODORE,AUTOMATIC,250000,12000,SA,2000
2016 BMW X4,white,PETROL,BMW,X4,AUTOMATIC,58000,37600,SA,2016
1997 Jeep Wrangler,black,PETROL,JEEP,WRANGLER,MANUAL,190000,5000,NSW,1997
1972 Volkswagen Volkswagen 1600,blue,PETROL,VOLKSWAGEN,VOLKSWAGEN 1600,AUTOMATIC,5000,17000,SA,1972
2012 BMW X5,black,DIESEL,BMW,X5,AUTOMATIC,193500,15000,SA,2012
2012 Ford Focus,red,PETROL,FORD,FOCUS,AUTOMATIC,121120,8500,SA,2012
2013 Jeep Grand Cherokee,black,DIESEL,JEEP,GRAND CHEROKEE,AUTOMATIC,163000,20000,SA,2013
2021 Isuzu D-Max,white,DIESEL,ISUZU,D-MAX,AUTOMATIC,75000,53990,SA,2021
2012 Toyota Kluger,blue,OTHER,TOYOTA,KLUGER,AUTOMATIC,181000,18990,SA,2012
2011 Ford Escape,silver,PETROL,FORD,ESCAPE,AUTOMATIC,236032,4500,SA,2011
2001 Subaru Forester,green,PETROL,SUBARU,FORESTER,MANUAL,233417,2500,SA,2001
2004 Ford Falcon,red,OTHER,FORD,FALCON,AUTOMATIC,195000,7000,VIC,2004
2015 Holden Barina,green,OTHER,HOLDEN,BARINA,AUTOMATIC,137000,7990,VIC,2015
2007 Hyundai Getz,grey,PETROL,HYUNDAI,GETZ,AUTOMATIC,106446,6000,VIC,2007
2015 Jeep Grand Cherokee,white,PETROL,JEEP,GRAND CHEROKEE,AUTOMATIC,149000,11800,VIC,2015
2011 Hyundai i30,grey,PETROL,HYUNDAI,I30,AUTOMATIC,270000,6400,VIC,2011
2004 Honda Accord,blue,PETROL,HONDA,ACCORD,MANUAL,210000,10500,VIC,2004
2002 Mitsubishi Pajero,silver,PETROL,MITSUBISHI,PAJERO,AUTOMATIC,231000,4000,VIC,2002
2008 Nissan X-Trail,black,OTHER,NISSAN,X-TRAIL,AUTOMATIC,245000,8500,VIC,2008
1995 Nissan Patrol,green,PETROL,NISSAN,PATROL,MANUAL,412,8000,VIC,1995
2017 Mitsubishi fuso,white,DIESEL,MITSUBISHI,FUSO,AUTOMATIC,300,26000,VIC,2017
2013 Ford Kuga,grey,PETROL,FORD,KUGA,AUTOMATIC,177000,4000,VIC,2013
2010 Subaru Forester,white,PETROL,SUBARU,FORESTER,AUTOMATIC,125000,10000,VIC,2010
2011 Kia Cerato,black,PETROL,KIA,CERATO,AUTOMATIC,172000,7000,VIC,2011
2015 Land Rover Range Rover Sport,black,DIESEL,LAND-ROVER,RANGE ROVER SPORT,AUTOMATIC,121000,36300,WA,2015
2016 Hyundai Sonata,white,PETROL,HYUNDAI,SONATA,AUTOMATIC,230000,8000,WA,2016
2021 Toyota Camry,blue,PETROL,TOYOTA,CAMRY,AUTOMATIC,69000,27990,WA,2021
2014 Hyundai Ix35,red,PETROL,HYUNDAI,IX35,AUTOMATIC,187000,9990,VIC,2014
2023 Volkswagen Golf,white,PETROL,VOLKSWAGEN,GOLF,AUTOMATIC,19000,53500,WA,2023
2020 Hyundai i30,silver,PETROL,HYUNDAI,I30,MANUAL,106900,18900,WA,2020
1997 Nissan Patrol,grey,DIESEL,NISSAN,PATROL,MANUAL,380000,19999,WA,1997
1998 Jeep Cherokee,green,PETROL,JEEP,CHEROKEE,AUTOMATIC,371000,8500,WA,1998
1978 Holden Holden Kingswood,grey,OTHER,HOLDEN,HOLDEN KINGSWOOD,AUTOMATIC,12345,2500,WA,1978
2010 Isuzu D-Max,silver,DIESEL,ISUZU,D-MAX,MANUAL,161936,25000,WA,2010
2018 Holden Holden Colorado,white,DIESEL,HOLDEN,COLORADO,AUTOMATIC,245000,19000,WA,2018
2019 Suzuki Jimny,green,PETROL,SUZUKI,JIMNY,AUTOMATIC,159878,30000,WA,2019
2017 Toyota Camry,silver,PETROL,TOYOTA,CAMRY,AUTOMATIC,325000,8800,WA,2017
2016 Holden Trax ,black,PETROL,HOLDEN,TRAX,AUTOMATIC,124000,10000,WA,2016
2018 Land Rover Range Rover Velar,grey,DIESEL,LAND-ROVER,RANGE ROVER VELAR,AUTOMATIC,105000,56000,WA,2018
2013 Ford Ranger,grey,OTHER,FORD,RANGER,MANUAL,193000,18000,WA,2013
2008 Toyota Landcruiser Prado,silver,DIESEL,TOYOTA,LANDCRUISER,AUTOMATIC,310000,20000,WA,2008
2012 Citroën C4,grey,DIESEL,CITROËN,C4,AUTOMATIC,250000,2500,WA,2012
2007 Volkswagen Polo,white,DIESEL,VOLKSWAGEN,POLO,MANUAL,270000,3500,WA,2007
2014 Toyota Hilux,white,PETROL,TOYOTA,HILUX,AUTOMATIC,317838,10000,WA,2014
1997 Toyota Landcruiser,black,DIESEL,TOYOTA,LANDCRUISER,MANUAL,421500,22000,WA,1997
2005 Nissan Navara,white,DIESEL,NISSAN,NAVARA,MANUAL,180000,123456,WA,2005
2018 Toyota RAV4,grey,PETROL,TOYOTA,RAV4,AUTOMATIC,103000,32550,WA,2018
2011 Mitsubishi Lancer,grey,PETROL,MITSUBISHI,LANCER,AUTOMATIC,109200,9950,WA,2011
1966 Ford Ford Cortina,silver,PETROL,FORD,FORD CORTINA,MANUAL,100000,3500,WA,1966
2020 Holden Commodore,white,PETROL,HOLDEN,COMMODORE,AUTOMATIC,66124,19340,WA,2020
2009 Volkswagen Passat,green,DIESEL,VOLKSWAGEN,PASSAT,AUTOMATIC,269984,5000,WA,2009
2014 Toyota Corolla ,silver,PETROL,TOYOTA,COROLLA,MANUAL,214790,12500,NSW,2014
1996 BMW 328i,green,OTHER,BMW,SERIES 3,AUTOMATIC,93000,15500,WA,1996
2013 Hyundai Veloster,red,PETROL,HYUNDAI,VELOSTER,MANUAL,165000,9000,NSW,2013
2005 Subaru Forester,silver,PETROL,SUBARU,FORESTER,AUTOMATIC,179600,4800,NSW,2005
2011 Subaru Impreza,white,OTHER,SUBARU,IMPREZA,AUTOMATIC,231400,6750,WA,2011
2008 Toyota Camry,grey,OTHER,TOYOTA,CAMRY,AUTOMATIC,360000,3750,NSW,2008
2013 Ford Focus,black,PETROL,FORD,FOCUS,MANUAL,144000,8100,NSW,2013
2014 Toyota Camry,blue,HYBRID,TOYOTA,CAMRY,AUTOMATIC,295000,15400,WA,2014
2007 Toyota Aurion,silver,PETROL,TOYOTA,AURION,AUTOMATIC,300,4000,NSW,2007
2008 Honda Civic,grey,PETROL,HONDA,CIVIC,AUTOMATIC,221985,5755,WA,2008
2018 Audi A4,white,PETROL,AUDI,A4,AUTOMATIC,110000,22000,NSW,2018
2018 Subaru Levorg,white,OTHER,SUBARU,LEVORG,AUTOMATIC,198000,22500,NSW,2018
2015 Volkswagen Polo,white,PETROL,VOLKSWAGEN,POLO,AUTOMATIC,214000,6000,NSW,2015
2019 Mitsubishi Triton,white,DIESEL,MITSUBISHI,TRITON,AUTOMATIC,234593,14995,NSW,2019
2014 Subaru Outback,grey,PETROL,SUBARU,OUTBACK,AUTOMATIC,138000,13000,NSW,2014
2009 Toyota Hilux,white,DIESEL,TOYOTA,HILUX,AUTOMATIC,339000,15500,NSW,2009
2023 Mercedes-Benz GLB AMG 35,black,PETROL,MERCEDES-BENZ,GLB,AUTOMATIC,29000,75000,NSW,2023
2006 Holden Holden Colorado,white,DIESEL,HOLDEN,COLORADO,MANUAL,437620,7500,NSW,2006
2010 Audi A5,black,PETROL,AUDI,A5,AUTOMATIC,174000,11000,NSW,2010
2018 Toyota Hilux,white,PETROL,TOYOTA,HILUX,MANUAL,105000,24000,NSW,2018
2016 Jeep Grand Cherokee,black,PETROL,JEEP,GRAND CHEROKEE,AUTOMATIC,148000,18000,NSW,2016
2007 Holden Barina,red,PETROL,HOLDEN,BARINA,MANUAL,202000,3495,SA,2007
2019 Ford EcoSport,black,PETROL,FORD,ECOSPORT,AUTOMATIC,62000,12600,NSW,2019
2014 Mitsubishi Outlander ,grey,DIESEL,MITSUBISHI,OUTLANDER,AUTOMATIC,246000,11000,SA,2014
2014 Nissan Navara,red,DIESEL,NISSAN,NAVARA,AUTOMATIC,193000,15500,SA,2014
2013 Toyota Hilux,silver,DIESEL,TOYOTA,HILUX,AUTOMATIC,307000,25000,SA,2013
2019 Volkswagen Golf,silver,PETROL,VOLKSWAGEN,GOLF,AUTOMATIC,87500,22999,SA,2019
1989 Toyota Toyota bB,white,PETROL,TOYOTA,TOYOTA BB,AUTOMATIC,401000,10000,SA,1989
2012 Ford Ranger,blue,DIESEL,FORD,RANGER,MANUAL,269000,24000,SA,2012
2007 Audi A4,black,PETROL,AUDI,A4,AUTOMATIC,210000,4000,SA,2007
2013 Hyundai Hyundai iLOAD,white,DIESEL,HYUNDAI,ILOAD,AUTOMATIC,300000,12999,SA,2013
2010 Hyundai Getz,silver,PETROL,HYUNDAI,GETZ,AUTOMATIC,135700,6700,SA,2010
2014 Holden Commodore,blue,PETROL,HOLDEN,COMMODORE,AUTOMATIC,186000,20000,SA,2014
2011 Holden Commodore,blue,PETROL,HOLDEN,COMMODORE,AUTOMATIC,204638,35000,SA,2011
1977 Holden lx torana,white,PETROL,HOLDEN,TORANA,MANUAL,123456,3000,SA,1977
2018 Honda HR-V,blue,PETROL,HONDA,HR-V,AUTOMATIC,46036,25980,SA,2018
2011 Holden Holden Camira,red,PETROL,HOLDEN,CAMIRA,MANUAL,204000,3500,SA,2011
2000 Toyota Landcruiser,white,OTHER,TOYOTA,LANDCRUISER,MANUAL,188000,24000,SA,2000
1991 Nissan Patrol,green,PETROL,NISSAN,PATROL,MANUAL,12345,7000,SA,1991
2007 Ford Territory,white,PETROL,FORD,TERRITORY,AUTOMATIC,267000,4000,WA,2007
2007 Honda Civic,black,PETROL,HONDA,CIVIC,MANUAL,198000,5500,VIC,2007
2003 Nissan Patrol,silver,DIESEL,NISSAN,PATROL,AUTOMATIC,305000,16800,VIC,2003
2024 Mercedes-Benz Sprinter,white,DIESEL,MERCEDES-BENZ,SPRINTER,AUTOMATIC,5395,111111,VIC,2024
2007 Toyota Aurion,silver,PETROL,TOYOTA,AURION,AUTOMATIC,300000,5500,VIC,2007
2010 Ford Ranger,white,DIESEL,FORD,RANGER,AUTOMATIC,220000,11500,VIC,2010
2012 Holden Captiva,silver,PETROL,HOLDEN,CAPTIVA,AUTOMATIC,167000,3000,VIC,2012
2011 Toyota Crown Majesta ,silver,PETROL,TOYOTA,CROWN,AUTOMATIC,114170,21490,VIC,2011
2017 Škoda Fabia,grey,PETROL,ŠKODA,FABIA,MANUAL,151000,8950,VIC,2017
2008 Toyota Prius,blue,PETROL,TOYOTA,PRIUS,AUTOMATIC,250000,11000,VIC,2008
2011 Holden Commodore,silver,PETROL,HOLDEN,COMMODORE,AUTOMATIC,236162,3000,VIC,2011
2018 Nissan X-Trail,silver,PETROL,NISSAN,X-TRAIL,AUTOMATIC,270000,9000,WA,2018
2014 Toyota Corolla,blue,HYBRID,TOYOTA,COROLLA,AUTOMATIC,158000,4000,VIC,2014
2007 Nissan Patrol,silver,DIESEL,NISSAN,PATROL,MANUAL,205000,33000,VIC,2007
2010 Toyota crown hybrid,white,HYBRID,TOYOTA,CROWN,AUTOMATIC,117000,18000,WA,2010
2006 Volkswagen Golf,grey,DIESEL,VOLKSWAGEN,GOLF,MANUAL,112000,6500,WA,2006
2009 Mitsubishi Lancer,white,PETROL,MITSUBISHI,LANCER,AUTOMATIC,159859,16500,VIC,2009
2020 Ford ranger 3.2l 4x4 px3,white,DIESEL,FORD,RANGER,AUTOMATIC,182000,27950,VIC,2020
2011 Hyundai i30,white,PETROL,HYUNDAI,I30,AUTOMATIC,230000,4000,VIC,2011
2019 Renault Master,black,DIESEL,RENAULT,MASTER,MANUAL,110000,35000,VIC,2019
2021 Renault Kangoo,white,PETROL,RENAULT,KANGOO,MANUAL,108457,16950,VIC,2021
2023 BMW M4,grey,PETROL,BMW,SERIES 4,AUTOMATIC,14000,153000,NSW,2023
2007 Nissan X-Trail,white,PETROL,NISSAN,X-TRAIL,AUTOMATIC,223000,2995,NSW,2007
2007 Land Rover Discovery,white,DIESEL,LAND-ROVER,DISCOVERY,MANUAL,223000,3000,NSW,2007
2023 Suzuki Jimny,white,OTHER,SUZUKI,JIMNY,AUTOMATIC,40000,40000,WA,2023
2006 Mercedes-Benz 2006 mercedes-benz 20305a is a c-class s203 station wagon,gold,PETROL,MERCEDES-BENZ,C-CLASS,AUTOMATIC,177297,4200,NSW,2006
2015 Toyota Camry,silver,PETROL,TOYOTA,CAMRY,AUTOMATIC,120000,15999,NSW,2015
2014 Hyundai ix35 SE,silver,PETROL,HYUNDAI,IX35,AUTOMATIC,175845,12999,VIC,2014
2024 Ford ranger wildtrak 2.0 (4x4) 10 sp automatic double cab p/up,grey,DIESEL,FORD,RANGER,AUTOMATIC,5100,60000,NSW,2024
2011 MINI Countryman,white,PETROL,MINI,COUNTRYMAN,MANUAL,130000,9500,QLD,2011
2007 Audi A6,grey,DIESEL,AUDI,A6,AUTOMATIC,220000,8000,NSW,2007
2011 Mazda BT-50,grey,DIESEL,MAZDA,BT-50,MANUAL,185000,20000,NSW,2011
2012 Nissan Dualis +2,purple,PETROL,NISSAN,DUALIS,AUTOMATIC,277603,8990,QLD,2012
2012 Holden Barina,red,PETROL,HOLDEN,BARINA,MANUAL,192000,3800,WA,2012
2018 Land Rover Discovery Sport,grey,DIESEL,LAND-ROVER,DISCOVERY SPORT,AUTOMATIC,73000,25500,NSW,2018
2000 Toyota Landcruiser,white,OTHER,TOYOTA,LANDCRUISER,MANUAL,338000,35000,WA,2000
2011 Kia Optima Platinum ,silver,PETROL,KIA,OPTIMA,AUTOMATIC,95000,15500,WA,2011
2015 Kia cerato s premium yd my15 multi point f/inj 1.8l 6 sp auto,red,PETROL,KIA,CERATO,AUTOMATIC,60767,15490,SA,2015
2007 Hyundai i30,blue,PETROL,HYUNDAI,I30,MANUAL,169000,4500,WA,2007
2018 Suzuki swift gl navigator,white,PETROL,SUZUKI,SWIFT,AUTOMATIC,75000,16500,WA,2018
2015 Ford Focus,blue,PETROL,FORD,FOCUS,AUTOMATIC,192000,8500,WA,2015
2007 Mitsubishi Grandis,black,PETROL,MITSUBISHI,GRANDIS,AUTOMATIC,270000,5000,WA,2007
2006 Honda Accord,silver,PETROL,HONDA,ACCORD,AUTOMATIC,243000,4300,WA,2006
2011 Audi a4 s-line,grey,PETROL,AUDI,A4,AUTOMATIC,124200,10800,WA,2011
2015 Toyota Kluger,grey,PETROL,TOYOTA,KLUGER,AUTOMATIC,224740,19888,WA,2015
2009 Mitsubishi Lancer,silver,PETROL,MITSUBISHI,LANCER,MANUAL,218000,5000,WA,2009
2019 Toyota Hilux,white,DIESEL,TOYOTA,HILUX,AUTOMATIC,260000,38990,WA,2019
2009 Toyota Camry,black,PETROL,TOYOTA,CAMRY,AUTOMATIC,204000,8300,WA,2009
2007 Honda Accord,silver,PETROL,HONDA,ACCORD,AUTOMATIC,211000,5200,WA,2007
2012 Suzuki Swift,blue,OTHER,SUZUKI,SWIFT,MANUAL,105732,12908,WA,2012
2007 Toyota Aurion,blue,PETROL,TOYOTA,AURION,AUTOMATIC,249453,5000,WA,2007
2019 Renault Koleos,grey,OTHER,RENAULT,KOLEOS,AUTOMATIC,84500,16800,WA,2019
2012 Holden Commodore,black,PETROL,HOLDEN,COMMODORE,AUTOMATIC,216000,12000,WA,2012
1970 Volkswagen Karmann Ghia,blue,PETROL,VOLKSWAGEN,VOLKSWAGEN KARMANN GHIA,MANUAL,64851,25000,WA,1970
2014 LDV V80,white,DIESEL,LDV,V80,MANUAL,175000,6000,WA,2014
2010 Volkswagen Amarok,white,DIESEL,VOLKSWAGEN,AMAROK,MANUAL,338000,9000,VIC,2010
2008 Ford Focus,black,OTHER,FORD,FOCUS,AUTOMATIC,193000,4900,VIC,2008
2009 Nissan Navara,grey,DIESEL,NISSAN,NAVARA,AUTOMATIC,231000,11000,VIC,2009
2012 Ford Territory,black,PETROL,FORD,TERRITORY,AUTOMATIC,276000,9500,VIC,2012
2002 Toyota Corolla,white,PETROL,TOYOTA,COROLLA,AUTOMATIC,200000,4500,VIC,2002
2006 HINO Dutro,white,DIESEL,HINO,DUTRO,MANUAL,350000,6000,VIC,2006
2016 Hyundai I30 ,grey,PETROL,HYUNDAI,I30,AUTOMATIC,179000,11990,VIC,2016
2012 Mercedes-Benz Sprinter,white,DIESEL,MERCEDES-BENZ,SPRINTER,AUTOMATIC,310000,25000,VIC,2012
2013 BMW X1,white,PETROL,BMW,X1,AUTOMATIC,140000,13900,VIC,2013
2009 Toyota other,black,PETROL,TOYOTA,OTHER,AUTOMATIC,109200,15999,VIC,2009
2015 Hyundai Elantra,red,PETROL,HYUNDAI,ELANTRA,AUTOMATIC,178800,10000,VIC,2015
2023 Volkswagen golf r 20th anniversary edition,white,PETROL,VOLKSWAGEN,GOLF,AUTOMATIC,8600,69000,VIC,2023
2003 Ford Falcon 🤘,white,OTHER,FORD,FALCON,AUTOMATIC,165267,7990,VIC,2003
1989 Nissan urvan,white,PETROL,NISSAN,URVAN,MANUAL,212000,8000,VIC,1989
2022 Mazda CX-3,white,PETROL,MAZDA,CX-3,AUTOMATIC,55100,19900,QLD,2022
2005 Holden Commodore,red,PETROL,HOLDEN,COMMODORE,AUTOMATIC,211999,2950,QLD,2005
1995 Nissan Patrol,red,DIESEL,NISSAN,PATROL,MANUAL,600000,18000,QLD,1995
2005 Toyota Hilux,white,DIESEL,TOYOTA,HILUX,MANUAL,240000,23500,QLD,2005
2021 Volkswagen Golf,yellow,PETROL,VOLKSWAGEN,GOLF,AUTOMATIC,39000,29500,QLD,2021
2011 Holden Captiva,black,PETROL,HOLDEN,CAPTIVA,AUTOMATIC,223599,5500,QLD,2011
2004 Toyota Kluger ,black,OTHER,TOYOTA,KLUGER,AUTOMATIC,287000,4900,QLD,2004
2004 Toyota Camry,blue,PETROL,TOYOTA,CAMRY,AUTOMATIC,261550,4000,QLD,2004
2019 Mercedes-Benz Sprinter,yellow,DIESEL,MERCEDES-BENZ,SPRINTER,AUTOMATIC,246190,37990,QLD,2019
1999 Toyota Hilux,green,PETROL,TOYOTA,HILUX,MANUAL,319000,8500,QLD,1999
2017 Toyota Hiace,white,OTHER,TOYOTA,HIACE,AUTOMATIC,235000,17000,QLD,2017
2017 Škoda Octavia,blue,PETROL,ŠKODA,OCTAVIA,AUTOMATIC,165000,20500,QLD,2017
2000 Mitsubishi Pajero,green,PETROL,MITSUBISHI,PAJERO,AUTOMATIC,300000,4000,QLD,2000
2016 Mazda cx-9 🔥,silver,PETROL,MAZDA,CX-9,AUTOMATIC,181014,22888,SA,2016
2002 Holden Commodore,black,PETROL,HOLDEN,COMMODORE,AUTOMATIC,144000,123456,QLD,2002
2015 Mazda CX-3,white,PETROL,MAZDA,CX-3,AUTOMATIC,101000,21000,QLD,2015
2016 Toyota Yaris,white,OTHER,TOYOTA,YARIS,MANUAL,168000,10000,QLD,2016
2015 Mazda CX-5,black,DIESEL,MAZDA,CX-5,AUTOMATIC,230000,15000,SA,2015
2015 Mazda CX-5,black,PETROL,MAZDA,CX-5,AUTOMATIC,102000,14500,QLD,2015
2017 Hyundai sonata premium lf3 my17 sedan,white,PETROL,HYUNDAI,SONATA,AUTOMATIC,118333,16999,SA,2017
2012 Subaru XV,red,PETROL,SUBARU,XV,MANUAL,342000,5000,SA,2012
2008 BMW X5,black,DIESEL,BMW,X5,AUTOMATIC,5500,5500,QLD,2008
2013 Ford Ranger,grey,DIESEL,FORD,RANGER,AUTOMATIC,137600,23500,SA,2013
2021 Toyota hilux gun126r sr (4x4) diesel turbo f/inj automatic double cab pick up,white,DIESEL,TOYOTA,HILUX,AUTOMATIC,144865,36990,SA,2021
2017 Ford Ranger XL Hi-Rider,white,DIESEL,FORD,RANGER,AUTOMATIC,135878,20500,SA,2017
2013 BMW 1 series 118d f20,black,DIESEL,BMW,1 SERIES,AUTOMATIC,126000,12000,SA,2013
